id,numero,titulo,modulo_id,data_programada,objetivo_didatico,resumo_atividades,desafio_alpha,nivel,formato,status,criado_em,responsavel_id,detalhes_aula,created_at,updated_at,deleted_at
053b763b-5606-42bc-b02a-a94364239a74,26,Ensaio Geral II,,2025-11-29,"Realizar o segundo ensaio geral, consolidando integração entre grupos, corrigindo detalhes finais e preparando para a apresentação oficial.",,,,,A Fazer,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Ensaio"", ""Preparação Final"", ""Integração""], ""modulo"": ""Módulo 16 – Preparação de Apresentação"", ""pdf_base"": [""Checklist Ensaio Final.pdf"", ""Guia de Performance Coletiva.pdf""], ""avaliacao"": [""Comprometimento no ensaio"", ""Evolução desde o ensaio anterior"", ""Cumprimento do desafio Alpha"", ""Postura e disciplina coletiva""], ""checklist"": [""Instrumentos afinados e prontos"", ""Partituras completas"", ""Espaço preparado para ensaio"", ""App testado para upload e feedback""], ""materiais"": [""PDF: Checklist Ensaio Final"", ""Guia de Performance Coletiva"", ""Instrumentos e partituras"", ""Slides: cronograma detalhado da apresentação""], ""registros"": [""Vídeos/fotos do ensaio final"", ""Relatório de ajustes finais"", ""Feedback coletivo registrado""], ""observacoes"": [""Anotar se todos os grupos estão preparados"", ""Observar quem demonstra liderança natural"", ""Registrar tempo total e fluidez da execução""], ""desafio_alpha"": ""No app, escreva um diário sobre o ensaio (pontos fortes/fracos) e compartilhe uma meta pessoal para a apresentação. Comente em dois colegas."", ""capitulo_manual"": ""Capítulo 24 – Integração Final"", ""paginas_exercicio"": [""Execução do repertório completo"", ""Ajustes de entradas, transições e dinâmicas""], ""referencia_manual"": ""Capítulo 24 – Integração Final: ensaio completo e últimos ajustes para a apresentação oficial."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Reflexão e devocional sobre união e propósito coletivo. Alinhamento do cronograma da apresentação final.""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Execução integral do repertório com foco em sincronia e integração entre os grupos. Últimos ajustes técnicos de dinâmica, tempo e expressividade.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""No app, escrever um diário breve sobre o ensaio (pontos fortes e fracos) e compartilhar uma meta pessoal para o dia da apresentação. Comentar em dois relatos de colegas.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
0beed730-fa51-467d-9805-9415149ba916,23,Repertório Gospel e Louvor,,2025-11-08,"Praticar músicas do repertório gospel e de louvor, desenvolver arranjos simples em grupo e estimular a integração espiritual e musical dos alunos.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Repertório"", ""Gospel"", ""Louvor""], ""modulo"": ""Módulo 14 – Repertório Temático"", ""pdf_base"": [""Cifras Gospel Simples.pdf"", ""Guia de Louvor em Grupo.pdf""], ""avaliacao"": [""Participação ativa no louvor coletivo"", ""Capacidade de adaptação ao arranjo em grupo"", ""Cumprimento do desafio Alpha"", ""Expressividade e integração musical""], ""checklist"": [""Cifras e letras impressas ou projetadas"", ""Instrumentos disponíveis e afinados"", ""PDFs liberados no app"", ""App testado para uploads""], ""materiais"": [""PDF: Cifras Gospel Simples"", ""PDF: Guia de Louvor em Grupo"", ""Slides: Letras e acordes projetados"", ""Vídeo: Exemplos de apresentações gospel"", ""Instrumentos para acompanhamento coletivo""], ""registros"": [""Vídeos/fotos das práticas de louvor"", ""Lista de músicas trabalhadas"", ""Notas sobre participação e engajamento""], ""observacoes"": [""Observar alunos mais engajados espiritualmente e musicalmente"", ""Registrar músicas mais conhecidas entre o grupo"", ""Anotar sugestões para próximos encontros temáticos""], ""desafio_alpha"": ""Grave e poste no app um vídeo cantando ou tocando uma música de louvor, escreva na legenda o que ela representa para você e comente em dois vídeos de colegas."", ""capitulo_manual"": ""Capítulo 21 – Música Gospel e Louvor"", ""paginas_exercicio"": [""Exercício: cantar e tocar músicas de louvor simples"", ""Exercício: arranjo coletivo com vozes e instrumentos""], ""referencia_manual"": ""Capítulo 21 – Música Gospel e Louvor: prática coletiva, integração espiritual e arranjos simples."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Breve devocional musical. Conversa: qual música gospel/louvor marcou a sua vida? Compartilhamento de experiências pessoais.""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Aprender 2 músicas de louvor em grupo. Dividir papéis entre vozes, instrumentos de base e melodia. Criar arranjo simples e ensaiar em conjunto. Rodízio de papéis para todos experimentarem funções diferentes.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Gravar e postar no app um vídeo de grupo cantando/tocando uma música de louvor. Escrever legenda sobre o que a música representa e comentar em duas postagens de colegas.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
1168d1e0-4f46-4970-876e-6dc5f2d1f21c,18,Músicas do Japão,,2025-10-04,"Apresentar músicas tradicionais japonesas, estimular o contato com a diversidade cultural e integrar práticas de escuta, canto e execução instrumental.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Multicultural"", ""Japão"", ""Repertório""], ""modulo"": ""Módulo 10 – Repertório Multicultural"", ""pdf_base"": [""Cancioneiro Japonês.pdf"", ""Guia de Música Multicultural.pdf""], ""avaliacao"": [""Participação na prática de repertório multicultural"", ""Interesse pela diversidade cultural"", ""Cumprimento e postagem do desafio Alpha"", ""Colaboração nos arranjos""], ""checklist"": [""PDFs e slides liberados no app"", ""Vídeos culturais preparados"", ""Instrumentos afinados"", ""App testado para uploads""], ""materiais"": [""PDF: Cancioneiro Japonês"", ""PDF: Guia de Música Multicultural"", ""Slides: História da música japonesa"", ""Vídeo: Performance de música tradicional japonesa"", ""Instrumentos livres para arranjos coletivos""], ""registros"": [""Vídeos/fotos das práticas coletivas"", ""Lista de músicas japonesas trabalhadas"", ""Notas sobre impressões culturais dos alunos""], ""observacoes"": [""Observar engajamento com músicas estrangeiras"", ""Anotar dificuldades na pronúncia/canto"", ""Registrar comparações feitas pelos alunos com músicas brasileiras""], ""desafio_alpha"": ""Grave e poste no app um vídeo cantando ou tocando uma música japonesa aprendida na aula. Escreva uma curiosidade cultural na legenda e comente em outro vídeo."", ""capitulo_manual"": ""Capítulo 16 – Música do Japão e Multiculturalismo"", ""paginas_exercicio"": [""Canções japonesas tradicionais (ex: Sakura Sakura, Tanko Bushi)"", ""Exercício: adaptação rítmica com instrumentos disponíveis""], ""referencia_manual"": ""Capítulo 16 – Música do Japão e Multiculturalismo: escuta, prática e integração cultural."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Apresentação cultural: breve vídeo ou imagens sobre a música japonesa. Roda de conversa: o que já ouviram sobre música do Japão?""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Aprender uma canção tradicional japonesa (melodia e ritmo). Explorar arranjo coletivo com instrumentos disponíveis. Dinâmica de adaptação: como seria essa música em ritmo brasileiro?""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Postar no app um vídeo em grupo tocando ou cantando uma música japonesa aprendida em aula. Escrever uma legenda com curiosidade cultural e comentar em outra postagem.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
14e59217-40f5-4163-b724-e911314d213a,14,Oficina de Composição Coletiva,,2025-09-06,"Estimular a criatividade, desenvolver a escuta coletiva e orientar os alunos na criação de uma música em grupo.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Composição"", ""Criatividade"", ""Trabalho em Grupo""], ""modulo"": ""Módulo 7 – Criação e Composição Coletiva"", ""pdf_base"": [""Guia de Composição Coletiva.pdf"", ""Exercícios de Criatividade Musical.pdf""], ""avaliacao"": [""Participação ativa na criação coletiva"", ""Originalidade e criatividade da composição"", ""Integração e escuta em grupo"", ""Cumprimento do desafio Alpha no app""], ""checklist"": [""Instrumentos disponíveis e afinados"", ""PDFs e slides liberados no app"", ""Sala preparada para trabalho em grupo"", ""App testado para uploads/coletivos""], ""materiais"": [""PDF: Guia de Composição Coletiva"", ""PDF: Exercícios de Criatividade Musical"", ""Slides: Estrutura básica de música (estrofe, refrão)"", ""Vídeo: Exemplos de composições coletivas"", ""Quadro e marcadores para anotações""], ""registros"": [""Áudios/vídeos das composições criadas"", ""Lista de títulos de músicas inventadas"", ""Notas sobre processo coletivo""], ""observacoes"": [""Observar quais grupos têm mais fluidez criativa"", ""Anotar dificuldades em combinar ideias"", ""Registrar alunos que se destacaram como líderes criativos""], ""desafio_alpha"": ""Poste no app um registro (áudio/vídeo) da música criada em grupo e comente em pelo menos uma música de outro grupo."", ""capitulo_manual"": ""Capítulo 12 – Oficina de Composição (processo criativo em grupo)"", ""paginas_exercicio"": [""Exercício: criar letra simples em grupo"", ""Exercício: montar melodia sobre harmonia básica""], ""referencia_manual"": ""Capítulo 12 – Oficina de Composição: criatividade coletiva, arranjos simples e partilha."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Dinâmica rápida de improviso: cada aluno cria uma frase rítmica ou melódica curta. Conversa sobre o que é compor: juntar ideias em algo maior.""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Dividir turma em grupos de 4–6 pessoas. Cada grupo cria uma música curta com letra, melodia e ritmo usando harmonia básica. Gravação de rascunho em áudio/vídeo. Troca de grupos para ouvir composições uns dos outros.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Cada grupo deve postar no app um registro (áudio/vídeo) da música criada, com título escolhido pelo grupo. Todos devem comentar em ao menos 1 música de outro grupo.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
1e357f0c-44ee-4f3b-a39a-851d4f5220b6,12,Melodia Criativa,,2025-08-23,"Desenvolver criatividade melódica, incentivar a composição coletiva e estimular a autonomia musical dos alunos.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Composição"", ""Melodia""], ""modulo"": ""Módulo 5 – Melodia Criativa e Composição"", ""pdf_base"": [""Composição Melódica.pdf"", ""Exercícios Criativos.pdf""], ""avaliacao"": [""Criatividade e originalidade da melodia"", ""Engajamento na composição em grupo"", ""Cumprimento e postagem do desafio Alpha"", ""Capacidade de comentar construtivamente em outro trabalho""], ""checklist"": [""Instrumentos afinados e livres para criação"", ""PDFs, slides, apps prontos"", ""Espaço para grupos/duplas"", ""App liberado para uploads""], ""materiais"": [""PDF: Composição Melódica – exercícios 1 a 3"", ""PDF: Exercícios Criativos – criação em dupla/grupo"", ""Slides: Exemplo de melodias"", ""App para escrita de melodia/cifra"", ""Referências de músicas conhecidas""], ""registros"": [""Áudios/vídeos das melodias criadas"", ""Lista de grupos/duplas e composições"", ""Notas sobre processo criativo""], ""observacoes"": [""Observar participação de todos na criação coletiva"", ""Anotar ideias inovadoras"", ""Registrar dúvidas sobre escrita musical""], ""desafio_alpha"": ""Grave áudio ou vídeo de uma melodia criada em grupo ou dupla, poste no app e comente no trabalho de outro grupo/colega."", ""capitulo_manual"": ""Capítulo 10 – Criação Melódica e Trabalho em Grupo"", ""paginas_exercicio"": [""Composição Melódica – exercícios 1 a 3"", ""Exercícios Criativos – criação em dupla/grupo""], ""referencia_manual"": ""Capítulo 10 – Criação Melódica: prática, criatividade e partilha."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Roda musical: cada dupla/grupo apresenta um pequeno motivo melódico improvisado; conversa sobre o que é melodia e suas possibilidades.""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Exploração de instrumentos livres para criação de frases melódicas; composição em dupla/grupo; apresentação para a turma; debate sobre originalidade e referências; estímulo à escrita da melodia em partitura/cifra simples.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Gravar áudio ou vídeo da melodia criada, postar no app, comentar no trabalho de outro grupo/colega.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
1f48497c-d8e0-4a9b-b9d1-75b3df353047,17,Improvisação Guiada,,2025-09-27,"Estimular a criação espontânea, desenvolver escuta ativa e oferecer técnicas de improvisação simples em grupo.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Improvisação"", ""Criatividade"", ""Escuta Ativa""], ""modulo"": ""Módulo 9 – Improvisação"", ""qr_code"": ""NIPO_AULA_17_1759013044"", ""pdf_base"": [""Guia de Improvisação.pdf"", ""Exercícios de Criação Espontânea.pdf""], ""qr_ativo"": true, ""avaliacao"": [""Participação na improvisação coletiva"", ""Criatividade e originalidade ao improvisar"", ""Cumprimento e postagem do desafio Alpha"", ""Colaboração e respeito ao improviso do colega""], ""checklist"": [""Instrumentos e base rítmica prontos"", ""PDFs/slides liberados no app"", ""Espaço organizado para roda/grupo"", ""App testado para uploads""], ""materiais"": [""PDF: Guia de Improvisação"", ""PDF: Exercícios de Criação Espontânea"", ""Slides: Técnicas simples de improviso"", ""Vídeo: Exemplos de improvisação guiada"", ""Instrumentos/objetos sonoros para prática""], ""registros"": [""Vídeos das improvisações em grupo"", ""Lista de atividades de improvisação feitas"", ""Notas sobre progresso de escuta e criatividade""], ""observacoes"": [""Observar alunos mais tímidos (estimular com improvisos curtos)"", ""Anotar improvisações mais criativas"", ""Registrar dificuldades em manter ritmo/harmonia""], ""qr_gerado_em"": ""2025-09-27 22:44:04.268433+00"", ""desafio_alpha"": ""Grave uma improvisação de até 1 minuto (voz, instrumento ou sons do corpo), poste no app e comente em dois vídeos de colegas."", ""capitulo_manual"": ""Capítulo 15 – Improvisação Musical Guiada"", ""paginas_exercicio"": [""Exercício: improvisar sobre ritmo fixo"", ""Exercício: improvisar sobre nota pedal ou ostinato""], ""referencia_manual"": ""Capítulo 15 – Improvisação Musical Guiada: técnicas básicas, escuta e criação espontânea."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Dinâmica: cada aluno cria um som curto/gesto musical e o grupo responde. Conversa breve sobre diferença entre improvisar e compor.""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Improvisação individual sobre base rítmica simples. Improvisação em duplas (pergunta e resposta). Improvisação coletiva sobre ostinato criado pela turma. Discussão: como foi improvisar? O que ajudou?""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Gravar e postar no app uma improvisação de até 1 minuto (pode ser com voz, instrumento ou sons do corpo). Comentar em pelo menos 2 vídeos de colegas destacando criatividade e originalidade.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
2a1cd10b-89d2-45f0-a051-93cdf98bc888,22,Oficina de Bandas/Duplas,,2025-11-01,"Estimular a prática em pequenos grupos, desenvolver autonomia musical e promover integração entre alunos através da formação de bandas e duplas.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Bandas"", ""Duplas"", ""Repertório""], ""modulo"": ""Módulo 13 – Prática em Conjunto"", ""pdf_base"": [""Guia de Formação de Bandas.pdf"", ""Repertório para Duplas.pdf""], ""avaliacao"": [""Participação ativa na banda/dupla"", ""Capacidade de colaboração musical"", ""Cumprimento do desafio Alpha"", ""Clareza no arranjo coletivo""], ""checklist"": [""Instrumentos disponíveis e organizados"", ""PDFs liberados no app"", ""Espaço para ensaios simultâneos"", ""App testado para uploads""], ""materiais"": [""PDF: Guia de Formação de Bandas"", ""PDF: Repertório para Duplas"", ""Slides: Estrutura de arranjo coletivo"", ""Vídeo: Exemplos de bandas escolares"", ""Instrumentos livres para ensaio""], ""registros"": [""Vídeos/fotos dos ensaios em banda/dupla"", ""Lista de grupos formados"", ""Notas sobre repertórios apresentados""], ""observacoes"": [""Observar integração dos alunos nas bandas"", ""Registrar dificuldades de divisão de papéis"", ""Anotar repertórios mais escolhidos""], ""desafio_alpha"": ""Poste no app um vídeo curto ensaiando ou apresentando sua música em dupla/banda, coloque o nome do grupo na legenda e comente em duas postagens de colegas."", ""capitulo_manual"": ""Capítulo 20 – Oficina de Bandas/Duplas"", ""paginas_exercicio"": [""Exercício: escolher repertório em dupla ou banda"", ""Exercício: criar arranjo simples para apresentar""], ""referencia_manual"": ""Capítulo 20 – Oficina de Bandas/Duplas: prática em pequenos grupos, autonomia e arranjos coletivos."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Roda de conversa: como seria sua banda ideal? Debate rápido sobre divisão de papéis (voz, melodia, harmonia, ritmo).""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Divisão dos alunos em bandas pequenas ou duplas. Cada grupo escolhe 1 música simples para ensaiar. O professor acompanha, orientando arranjo, entrada e saída. Final: mini-apresentações internas.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Cada banda/dupla posta no app um vídeo curto ensaiando ou apresentando sua música escolhida. Legendar com o nome do grupo e comentar em duas outras postagens.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
2b58068f-1294-44e2-b9b9-365ef995372d,7,Alfabetização Musical II,,2025-07-19,"Fixar leitura básica de notação, estimular leitura prática através de jogos, desenvolver a autonomia musical e o trabalho em grupo.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Iniciante/Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Alfabetização Musical"", ""Jogos"", ""Leitura""], ""modulo"": ""Módulo 2 – Alfabetização Musical / Leitura Aplicada"", ""pdf_base"": [""Alfabetização Musical.pdf"", ""Apostila Rítmica.pdf"", ""Teoria Básica.pdf""], ""avaliacao"": [""Leitura correta das figuras/notação"", ""Participação ativa nos jogos e leitura em grupo"", ""Criação/postagem do desafio Alpha"", ""Interação colaborativa com colegas""], ""checklist"": [""Cartões, PDFs, materiais prontos"", ""App testado, jogos digitais liberados"", ""Quadro/sala organizada para leitura em grupo""], ""materiais"": [""PDF: Alfabetização Musical – Exercícios 4 a 6"", ""PDF: Apostila Rítmica – Jogos de leitura"", ""Vídeo: Jogos musicais de leitura"", ""Slides: Exercícios, exemplos práticos"", ""Cartões de leitura musical""], ""registros"": [""Fotos/vídeos das leituras e jogos em grupo"", ""Lista de jogos criados"", ""Anotações sobre progresso coletivo""], ""observacoes"": [""Observar quem lê com mais autonomia"", ""Anotar dúvidas frequentes"", ""Registrar engajamento nos jogos de leitura""], ""desafio_alpha"": ""Escreva, fotografe ou grave uma leitura rítmica criada por você ou pelo grupo, envie pelo app e comente em outro desafio."", ""capitulo_manual"": ""Capítulo 5 – Prática de Leitura Musical (Kodály, Orff)"", ""paginas_exercicio"": [""Alfabetização Musical – exercícios 4 a 6"", ""Apostila Rítmica – p.13–15 (jogos e leitura simples)""], ""referencia_manual"": ""Capítulo 5 – Prática de Leitura Musical: jogos, leitura aplicada, escrita."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Revisão das figuras rítmicas, jogo de leitura no quadro, quiz relâmpago sobre valores das figuras.""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Grupos criam jogos de leitura, apresentam desafios, escrita musical de pequenos trechos para leitura.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Escrever/fotografar/filmar leitura rítmica criada, enviar pelo app, comentar em outro. Sugestão de app de leitura.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
37b53845-821a-4d7e-9b13-2598e34a42ff,3,Iniciação Instrumental I,,2025-06-21,"Apresentar os instrumentos principais do grupo, ensinar postura correta, empunhadura, cuidados básicos e explorar os primeiros sons em conjunto, promovendo consciência corporal e autoestima musical.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Iniciante"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Instrumentos: [Listar disponíveis]""], ""modulo"": ""Módulo 1 – Primeiro Contato com o Instrumento"", ""pdf_base"": [""Suzuki Violin Book 1.pdf"", ""Método Teoria Infantil.pdf"", ""Just Play (Musical Futures)""], ""avaliacao"": [""Postura correta e cuidado com o instrumento"", ""Participação ativa e engajamento nos exercícios"", ""Cumprimento e postagem do desafio Alpha no app"", ""Feedback positivo dado a pelo menos 1 colega""], ""checklist"": [""Instrumentos afinados, higienizados e prontos para uso"", ""PDFs/vídeos de apoio liberados no app"", ""Sala organizada para prática em grupo"", ""App testado para uploads e feedback"", ""Presença/feedback registrados""], ""materiais"": [""PDF: Suzuki Violin Book 1 – Lição 1, Postura e Som"", ""PDF: Método Teoria Infantil, p.21–22 – Partes do Instrumento"", ""Vídeo: Como segurar o violão/flauta/teclado corretamente (YouTube ou próprio)"", ""Slides: Fotos de postura correta vs. postura errada"", ""Formulário: Como foi sua experiência? O que achou difícil?""], ""registros"": [""Fotos dos alunos com instrumentos, vídeos do primeiro som coletivo"", ""Lista dos instrumentos disponíveis/interesse dos alunos"", ""Notas sobre a quantidade de instrumentos e logística para próximas aulas""], ""observacoes"": [""Anotar alunos com dificuldades motoras, físicas ou de adaptação (sugira exercícios de fortalecimento, se necessário)"", ""Registrar quem demonstrou maior interesse ou facilidade — pode ajudar colegas nas próximas aulas"", ""Observar se o grupo precisa de mais tempo nesta etapa antes de avançar (adapte o ritmo)""], ""desafio_alpha"": ""Grave um vídeo em casa segurando corretamente o instrumento e tirando o primeiro som (nota, acorde ou sequência simples). Comente no vídeo de outro colega com dica ou elogio."", ""capitulo_manual"": ""Capítulo 2 – Método Suzuki (e complementos Kodály/Musical Futures)"", ""paginas_exercicio"": [""Suzuki Book 1 – Lição 1 (postura e som aberto)"", ""Método Teoria Infantil – p. 21–22 (empunhadura e nome das partes)"", ""Just Play – exercícios de grupo (se aplicável)""], ""referencia_manual"": ""Capítulo 2 – Método Suzuki: Postura, empunhadura, primeiros sons, escuta coletiva. Complemento: Método Teoria Infantil e Musical Futures para prática em grupo."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Roda de apresentação: cada aluno compartilha o instrumento que gostaria de aprender/tocar ou já toca. Breve devocional sobre começos, superação de desafios e importância do cuidado. Vídeo/slide: Grandes músicos também começaram do zero!""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Demonstração coletiva dos instrumentos disponíveis (violão, teclado, flauta, violino, etc), nomeando as partes. Explicação e demonstração da postura correta. Empunhadura prática com todos experimentando, correção individual, e orientação para produzir o primeiro som aberto no instrumento. Atividade lúdica: Desafio do som perfeito. Prática em grupo: toque simultâneo, formando uma orquestra de um som, escuta e sincronia. Tente um ostinato coletivo simples, se possível.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Cada aluno grava um vídeo em casa segurando corretamente o instrumento e tirando o primeiro som. Deve comentar no vídeo de um colega. Professores sugerem assistir a vídeo de músicos/professores famosos explicando postura (link no app).""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
3d52bedb-3cb0-4ccc-86bf-6eddd4632364,15,Semana Criativa,,2025-09-13,"Estimular a liberdade criativa, promover experimentação musical sem regras rígidas e valorizar a expressão individual e coletiva.",,,,,Concluída,2025-05-31 03:39:31.72478,,"{""tags"": [""Nível: Intermediário"", ""Público: 11+ anos, adolescentes, adultos"", ""Formato: Presencial + Digital (app)"", ""Criatividade"", ""Experimentação"", ""Composição Livre""], ""modulo"": ""Módulo 7 – Criação e Experimentação"", ""pdf_base"": [""Guia de Experimentação Musical.pdf"", ""Exemplos de Composição Livre.pdf""], ""avaliacao"": [""Participação ativa na experimentação"", ""Originalidade e liberdade criativa"", ""Compartilhamento no app"", ""Capacidade de dar feedback positivo aos colegas""], ""checklist"": [""Sala organizada para livre movimentação"", ""Objetos e instrumentos disponíveis"", ""PDFs/vídeos liberados no app"", ""App testado para uploads criativos""], ""materiais"": [""PDF: Guia de Experimentação Musical"", ""PDF: Exemplos de Composição Livre"", ""Slides: Artistas e músicas inovadoras"", ""Vídeo: Trechos de performances criativas"", ""Objetos sonoros não convencionais""], ""registros"": [""Fotos/vídeos das apresentações criativas"", ""Lista de ideias criadas"", ""Notas sobre participação e engajamento""], ""observacoes"": [""Observar alunos mais tímidos e incentivar que se expressem"", ""Registrar experimentações mais inovadoras"", ""Anotar sugestões dos próprios alunos para próximas aulas""], ""desafio_alpha"": ""Poste no app uma criação experimental (vídeo/áudio), pode ser melodia, ritmo ou som inusitado, e comente em duas criações de colegas."", ""capitulo_manual"": ""Capítulo 13 – Semana Criativa (exploração livre e expressão musical)"", ""paginas_exercicio"": [""Atividade: improvisar usando sons não convencionais"", ""Exercício: transformar uma ideia cotidiana em música""], ""referencia_manual"": ""Capítulo 13 – Semana Criativa: experimentação, liberdade artística, valorização da expressão pessoal e coletiva."", ""resumo_atividades"": [{""titulo"": ""Abertura/Integração"", ""descricao"": ""Roda de conversa: O que é criatividade para você? Debate sobre músicas experimentais e artistas inovadores.""}, {""titulo"": ""Atividade Principal"", ""descricao"": ""Espaço livre para grupos criarem algo novo: pode ser música com instrumentos, sons corporais ou objetos. Não há regra — cada grupo deve apresentar algo original no final. Compartilhamento em roda com feedback positivo.""}, {""titulo"": ""Atividade App/Desafio Alpha"", ""descricao"": ""Cada aluno ou grupo deve postar no app uma criação experimental (vídeo/áudio). Pode ser melodia, ritmo, som inusitado ou composição livre. Comentar em duas criações de colegas destacando o que achou mais interessante.""}]}",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
